,國立臺灣大學學生會預算書,,,,,,,,,,,,,,,,,,,,,,,,,,
,,幹部訓練,8000,2.3840743831207534E-2,0,0,寒假104-2新任學代培力營(於104-2會期執行)。,,,,,,,,,,,,,,,,,,,,
,,證書製作費,1760,5.2449636428656575E-3,620,0.35227272727272729,一份約20元，共75位學代，13位秘書。,,,,,,,,,,,,,,,,,,,,
,小計,,179930,0.5362081296936464,46944,0.26090146167954203,,,,,,,,,,,,,,,,,,,,,
,預備金,,8000,2.3840743831207534E-2,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1立法部門支出總計,,187930,0.560048873524854,46944,0.24979513648698984,,,,,,,,,,,,,,,,,,,,,
,學生自治組織運作股,影印費,300,8.9402789367028256E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,,茶水費,1600,4.7681487662415067E-3,1560,0.97499999999999998,,,,,,,,,,,,,,,,,,,,,
,校園議題研討股,聯絡費,300,8.9402789367028256E-4,300,1,,,,,,,,,,,,,,,,,,,,,
,資訊傳播股,聯絡費,300,8.9402789367028256E-4,300,1,,,,,,,,,,,,,,,,,,,,,
,小計,,2500,7.4502324472523543E-3,2160,0.86399999999999999,,,,,,,,,,,,,,,,,,,,,
,預備金,,130,3.8741208725712244E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,追加支出預算總計,,2630,7.8376445345094761E-3,2160,0.82129277566539927,,,,,,,,,,,,,,,,,,,,,
,立法部門支出總計,,335560,1,46944,0.13989748480152581,,,,,,,,,,,,,,,,,,,,,
,司法部門支出,,,,,,,,,,,,,,,,,,,,,,,,,,
,104-1預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,學生法院,17360,0.95238095238095233,5520,0.31797235023041476,,,,,,,,,,,,,,,,,,,,,
,預備金,,868,4.7619047619047616E-2,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1司法部門支出總計,,18228,1,5520,0.30283080974325216,,,,,,,,,,,,,,,,,,,,,
,司法部門支出總計,,18228,1,5520,0.30283080974325216,,,,,,,,,,,,,,,,,,,,,
,行政部門支出,,,,,,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,計畫支出,會長,531058,0.15961042289500896,0,0,好國好民青年政策論壇,,,,,,,,,,,,,,,,,,,,
,,秘書部,4458,1.339859799242173E-3,0,0,培力手冊,,,,,,,,,,,,,,,,,,,,
,,秘書部,8000,2.4044141754009387E-3,0,0,餐費,,,,,,,,,,,,,,,,,,,,
,,活動部,11361,3.4145686808412577E-3,11361,1,春季紀念品,,,,,,,,,,,,,,,,,,,,
,業務支出,秘書部,7000,2.1038624034758211E-3,2222.4,0.31748571428571432,網域續約費用,,,,,,,,,,,,,,,,,,,,
,,公關部,15000,4.5082765788767602E-3,0,0,公關費,,,,,,,,,,,,,,,,,,,,
,小計,,576877,0.1733814045328459,13583.4,2.3546440575720647E-2,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延支出總計,,576877,0.1733814045328459,13583.4,2.3546440575720647E-2,,,,,,,,,,,,,,,,,,,,,
,103暑期特別預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,秘書部,5800,1.7432002771656805E-3,1108.48,0.19111724137931035,,,,,,,,,,,,,,,,,,,,,
,計畫支出,會長,4300,1.2923726192780045E-3,3036,0.70604651162790699,交接典禮,,,,,,,,,,,,,,,,,,,,
,,,16100,4.8388835279943891E-3,4760,0.29565217391304349,招募暨招募說明會,,,,,,,,,,,,,,,,,,,,
,,,22150,6.6572217481413488E-3,13311,0.60094808126410837,秋季培力,,,,,,,,,,,,,,,,,,,,
,預備金,會長,2410,7.2432977033953273E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,103暑期特別預算支出總計,,50760,1.5256007942918955E-2,22215.48,0.43765721040189126,,,,,,,,,,,,,,,,,,,,,
,104-1預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,會長,10000,3.005517719251173E-3,9057,0.90569999999999995,,,,,,,,,,,,,,,,,,,,,
,,秘書部,68390,2.0554735681958775E-2,53475.72,0.78192308817078526,,,,,,,,,,,,,,,,,,,,,
,,新聞部,7000,2.1038624034758211E-3,5130,0.73285714285714287,聯絡、公關費,,,,,,,,,,,,,,,,,,,,
,,活動部,2200,6.6121389823525811E-4,2200,1,燈音小組講座茶點及場地費,,,,,,,,,,,,,,,,,,,,
,,,6000,1.8033106315507039E-3,4650,0.77500000000000002,維持活動部日常業務支出,,,,,,,,,,,,,,,,,,,,
,,學術部,4000,1.2022070877004693E-3,4000,1,聯絡費,,,,,,,,,,,,,,,,,,,,
,,福利部,5450,1.6380071569918895E-3,4850,0.88990825688073394,,,,,,,,,,,,,,,,,,,,,
,,文化部,5200,1.5628692140106102E-3,4000,0.76923076923076927,,,,,,,,,,,,,,,,,,,,,
,,公關部,27200,8.1750081963631906E-3,9457,0.34768382352941174,,,,,,,,,,,,,,,,,,,,,
,,財務部,4500,1.3524829736630279E-3,2800,0.62222222222222223,,,,,,,,,,,,,,,,,,,,,
,,法制部,4150,1.2472898534892369E-3,4000,0.96385542168674698,,,,,,,,,,,,,,,,,,,,,
,,選舉罷免執行委員會,7100,2.1339175806683328E-3,6212,0.87492957746478872,,,,,,,,,,,,,,,,,,,,,
,小計,,151190,4.5440422397358488E-2,109831.72,0.72644831007341759,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,計畫支出,會長,400000,0.12022070877004692,400000,1,歸還好國好民贊助費用,,,,,,,,,,,,,,,,,,,,
,,,190560,5.7273145658050355E-2,190560,1,撥款給學代會,,,,,,,,,,,,,,,,,,,,
,,,6700,2.0136968718982859E-3,0,0,舉辦公聽會,,,,,,,,,,,,,,,,,,,,
,,秘書部,10900,3.2760143139837789E-3,10052,0.92220183486238527,期中全會活動,,,,,,,,,,,,,,,,,,,,
,,,11200,3.3661798455613141E-3,0,0,期末全會活動,,,,,,,,,,,,,,,,,,,,
,,公關部,17000,5.1093801227269945E-3,13080,0.76941176470588235,學生會會卡,,,,,,,,,,,,,,,,,,,,
,,,299000,8.9864979805610076E-2,113011,0.37796321070234112,校慶紀念品,,,,,,,,,,,,,,,,,,,,
,,,2000,6.0110354385023467E-4,1050,0.52500000000000002,民主列車,,,,,,,,,,,,,,,,,,,,
,,活動部,190350,5.7210029785946082E-2,117779,0.61874967165747308,台大大富翁,,,,,,,,,,,,,,,,,,,,
,,,90800,2.7290100890800653E-2,63546,0.6998458149779736,聖誕野餐,,,,,,,,,,,,,,,,,,,,
,,新聞部,30600,9.1968842209085907E-3,30600,1,《花火時代》雜誌,,,,,,,,,,,,,,,,,,,,
,,,48750,1.4651898881349469E-2,48750,1,,,,,,,,,,,,,,,,,,,,,
,,,2400,7.2132425262028154E-4,1800,0.75,,,,,,,,,,,,,,,,,,,,,
,,,1500,4.5082765788767598E-4,550,0.36666666666666664,,,,,,,,,,,,,,,,,,,,,
,,,1000,3.0055177192511734E-4,230,0.23,,,,,,,,,,,,,,,,,,,,,
,,,12000,3.6066212631014078E-3,0,0,花火網站媒體平台暨粉絲專頁,,,,,,,,,,,,,,,,,,,,
,,,7800,2.3443038210159152E-3,1800,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,
,,,7200,2.1639727578608445E-3,2400,0.33333333333333331,,,,,,,,,,,,,,,,,,,,,
,,,500,1.5027588596255867E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,,,3200,9.6176567016037539E-4,3200,1,花火大講堂,,,,,,,,,,,,,,,,,,,,
,,,760,2.2841934666308915E-4,760,1,,,,,,,,,,,,,,,,,,,,,
,,,500,1.5027588596255867E-4,60,0.12,,,,,,,,,,,,,,,,,,,,,
,,,10125,3.0430866907418127E-3,10125,1,《花火專刊》報紙,,,,,,,,,,,,,,,,,,,,
,,,10125,3.0430866907418127E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,,,2000,6.0110354385023467E-4,1000,0.5,,,,,,,,,,,,,,,,,,,,,
,,選舉罷免執行委員會,44170,1.3275371765932431E-2,35599,0.80595426760244515,選舉行銷,,,,,,,,,,,,,,,,,,,,
,,,117615,3.5349396654972672E-2,114968,0.97749436721506611,選舉辦理,,,,,,,,,,,,,,,,,,,,
,,,82320,2.4741421864875657E-2,74970,0.9107142857142857,電子投票,,,,,,,,,,,,,,,,,,,,
,,學術部,1000,3.0055177192511734E-4,0,0,校史工作坊,,,,,,,,,,,,,,,,,,,,
,,,4000,1.2022070877004693E-3,0,0,校園空間工作坊,,,,,,,,,,,,,,,,,,,,
,,,13500,4.0574489209890836E-3,12040,0.8918518518518519,性別工作坊—翻轉性別月,,,,,,,,,,,,,,,,,,,,
,,,13200,3.9672833894115484E-3,700,5.3030303030303032E-2,性別工作坊—性別友善健檢,,,,,,,,,,,,,,,,,,,,
,,,38295,1.1509630105872368E-2,29814,0.77853505679592638,性別工作坊—愛滋月,,,,,,,,,,,,,,,,,,,,
,,,32350,9.7228498217775457E-3,14416,0.44562596599690879,深夜食堂,,,,,,,,,,,,,,,,,,,,
,,,36100,1.0849918966496735E-2,15560,0.43102493074792242,教育政策工作坊,,,,,,,,,,,,,,,,,,,,
,,,13000,3.907173035026525E-3,2500,0.19230769230769232,刮亮台大,,,,,,,,,,,,,,,,,,,,
,,,10100,3.0355728964436847E-3,0,0,客廳計畫,,,,,,,,,,,,,,,,,,,,
,,文化部,4500,1.3524829736630279E-3,0,0,活大藝廊,,,,,,,,,,,,,,,,,,,,
,,,6280,1.8874651276897367E-3,0,0,光合作用,,,,,,,,,,,,,,,,,,,,
,,,334600,0.10056462288614426,271203,0.81052898983861332,電影節,,,,,,,,,,,,,,,,,,,,
,,,114200,3.4323012353848395E-2,70975,0.62149737302977237,我就尬藝你市集,,,,,,,,,,,,,,,,,,,,
,小計,,2222200,0.66788614757199571,1653098,0.74390153901539013,,,,,,,,,,,,,,,,,,,,,
,資本支出,活動部,89380,2.6863317374666986E-2,64810,0.72510628776012531,燈音小組設備採購及維修,,,,,,,,,,,,,,,,,,,,
,,秘書部,2500,7.5137942981279326E-4,1750,0.7,會辦設備印表機添購,,,,,,,,,,,,,,,,,,,,
,小計,,91880,2.7614696804479779E-2,66560,0.72442316064431866,,,,,,,,,,,,,,,,,,,,,
,預備金,會長,835,2.5096072955747297E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,,秘書部,4500,1.3524829736630279E-3,709,0.15755555555555556,,,,,,,,,,,,,,,,,,,,,
,,新聞部,7655.7894736842109,2.3009610918014508E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,,活動部,18000,5.4099318946521117E-3,2025,0.1125,,,,,,,,,,,,,,,,,,,,,
,,學術部,8292,2.4921752928030727E-3,1740,0.20984081041968161,,,,,,,,,,,,,,,,,,,,,
,,福利部,250,7.5137942981279334E-5,0,0,,,,,,,,,,,,,,,,,,,,,
,,文化部,21609,6.4946232395298601E-3,2119,9.8060993104724881E-2,,,,,,,,,,,,,,,,,,,,,
,,公關部,1000,3.0055177192511734E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,,財務部,200,6.0110354385023462E-5,0,0,,,,,,,,,,,,,,,,,,,,,
,,法制部,75,2.2541382894383798E-5,0,0,,,,,,,,,,,,,,,,,,,,,
,,選舉罷免執行委員會,12500,3.7568971490639664E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,小計,,74916.789473684214,2.2516373823256768E-2,6593,8.8004305127302646E-2,,,,,,,,,,,,,,,,,,,,,
,104-1行政部門支出總計,,2540186.789473684,0.76345764059709065,1836082.72,0.72281405745773075,,,,,,,,,,,,,,,,,,,,,
,104-1校慶追加預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,計畫支出,會長,151800,4.5623758978232808E-2,83718,0.55150197628458497,校慶活動：彩繪椰林、臺大之夜,,,,,,,,,,,,,,,,,,,,
,小計,,151800,4.5623758978232808E-2,83718,0.55150197628458497,,,,,,,,,,,,,,,,,,,,,
,預備金,會長,7590,2.2811879489116403E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,小計,,7590,2.2811879489116403E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1校慶追加預算支出總計,,159390,4.7904946927144448E-2,83718,0.5252399774138905,,,,,,,,,,,,,,,,,,,,,
,行政部門支出總計,,3327213.789473684,0.90388812061659296,1955599.5999999999,0.58775892495605064,,,,,,,,,,,,,,,,,,,,,
,支出總計,,3681001.789473684,1,2008063.5999999999,0.54552095186216043,,,,,,,,,,,,,,,,,,,,,
,參、附屬表,,,,,,,,,,,,,,,,,,,,,,,,,,
,一、行政部門細項,,,,,,,,,,,,,,,,,,,,,,,,,,
,一、會長,,,,,,,,,,,,,,,,,,,,,,,,,,
,103-2暑期特別預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,交接典禮,印章刻印費,500,3.721614317199143E-4,200,0.4,印章(50元*4個),,,,,,,,,,,,,,,,,,,,
,,印刷輸出影印費,800,5.954582907518629E-4,656,0.82,交接證書印刷656元,,,,,,,,,,,,,,,,,,,,
,,茶點費,2500,1.8608071585995713E-3,2000,0.8,交接典禮茶點2000元,,,,,,,,,,,,,,,,,,,,
,,雜支,500,3.721614317199143E-4,180,0.36,交接典禮現場用途180元,,,,,,,,,,,,,,,,,,,,
,小計,,4300,3.2005883127912628E-3,3036,0.70604651162790699,,,,,,,,,,,,,,,,,,,,,
,招募暨招募說明會,招募宣傳片,10000,7.4432286343982853E-3,0,0,由會內同學無償拍攝。,,,,,,,,,,,,,,,,,,,,
,,場地租賃費,800,5.954582907518629E-4,760,0.95,新生場地費380*2場。,,,,,,,,,,,,,,,,,,,,
,,茶點費,4000,2.9772914537593144E-3,4000,1,茶點費2000*2場。,,,,,,,,,,,,,,,,,,,,
,,印刷輸出影印費,800,5.954582907518629E-4,0,0,使用課活組影印卡影印。,,,,,,,,,,,,,,,,,,,,
,,雜支,500,3.721614317199143E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,小計,,16100,1.198359810138124E-2,4760,0.29565217391304349,,,,,,,,,,,,,,,,,,,,,
,秋季培力,場地租賃費,2100,1.5630780132236399E-3,0,0,後改於校外舉辦，並未使用場地費。,,,,,,,,,,,,,,,,,,,,
,,講師費,4800,3.5727497445111772E-3,0,0,更改培力形式，並未邀請講師。,,,,,,,,,,,,,,,,,,,,
,,餐費,12000,8.9318743612779427E-3,11214,0.9345,"披薩八個＋沙拉四盒＋玉米濃湯五杯$5426
雞肉捲五盒＋奶油餐包三袋$2132
果汁八瓶$656
點心、水果每盤500元 各3盤",,,,,,,,,,,,,,,,,,,,
,,培力手冊印刷費,2250,1.6747264427396144E-3,1617,0.71866666666666668,"工人手冊(8.5元*31份=264元)+活動手冊(8.5元*70份=595元)+裝訂(0.6元*6=3.6元)
每本25元*30本
注意事項單子1*4張",,,,,,,,,,,,,,,,,,,,
,,資料印刷影印費,500,3.721614317199143E-4,360,0.72,"培力資料印刷(2.4元*80份=192元)
簽到表2元*4份=$8 遊園地圖黑白2元*10份=$20 培力補充資料2元*70份=$140",,,,,,,,,,,,,,,,,,,,
,,雜支,500,3.721614317199143E-4,120,0.24,期初培力雜支停車費（40元＊3小時）,,,,,,,,,,,,,,,,,,,,
,預備金,,2410,1.7938181008899869E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,小計,,24560,1.8280569526082188E-2,13311,0.54197882736156355,,,,,,,,,,,,,,,,,,,,,
,103-2暑期特別預算支出總計,,44960,3.3464755940254692E-2,21107,0.46946174377224198,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延,,,,,,,,,,,,,,,,,,,,,,,,,,
,期間收入,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註,,,,,,,,,,,,,,,,,,,,
,贊助收入,校友捐款,400000,0.43513734022300787,400000,1,"〖本預算將於暑假支出，因此全數展延〗
 傑出校友李湘偉捐款",,,,,,,,,,,,,,,,,,,,
,補助收入,學務處補助,100000,0.10878433505575197,0,0,"〖本預算將於暑假支出，因此全數展延〗
 學務處專案補助費用",,,,,,,,,,,,,,,,,,,,
